Headline,Domain,Keywords,Sentiment
"Almond For Weight Gain: दुबला-पतला शरीर देख लोग उड़ाते हैं मजाक तो इन 3 तरीकों से करें बादाम का सेवन, तेजी से भरने लगेगा शरीर में...",food,"['शरीर', 'से']",Neutral
"Soaked Gram Water: सुबह पेट साफ नहीं होता है तो खाली पेट करें भीगे चने के पानी का सेवन, झटपट दूर होगी पाचन...",food,['पेट'],Neutral
Holi Bhai Dooj 2024: इस साल कब है होली भाई दूज? यहां जाने तिथि और स्वादिष्ट रेसिपी,food,[],Neutral
"Purple Cabbage Benefits: अल्सर की समस्या में रामबाण से कम नहीं है बैंगनी पत्ता गोभी, यहां जानें अन्य फायदे",food,['अल्सर'],Neutral
"बालों को काला करने के लिए मेहंदी और डाई को कहें बाय-बाय, किचन में मौजूद इस चीज का ऐसे करें इस्तेमाल सफेद बाल...",food,"['को', 'बालों', 'काला', 'करने', 'के']",Neutral
"Vada Pav: वड़ा पाव दुनिया के बेस्ट सैंडविच में शामिल है, यहां जानें इसे कौन सा स्थान दिया गया...",food,"['वड़ा', 'पाव']",Neutral
समोसा खाने के हैं शौकीन लेकिन चाहते हैं हेल्दी ट्विस्ट तो बनाएं इस चीज से हेल्दी और टेस्टी समोसा- Recipe Inside,food,"['हैं', 'हेल्दी', 'समोसा', 'खाने', 'के']",Neutral
"Yummy Suji Dish: एक्ट्रेस नीना गुप्ता ने स्वादिष्ट सूजी डिश का उठाया लुत्फ, यहां देखें पोस्ट...",food,['एक्ट्रेस'],Neutral
"Hair Care: इस विटामिन की कमी से होती है बालों से जुड़ी समस्या, यहां  जानें कैसे करें इसकी कमी को दूर",food,"['कमी', 'से']",Neutral
"हाई ब्लड प्रेशर की समस्या से हैं परेशान तो किचन में मौजूद इस मसाले के पानी का ऐसे करें सेवन, कंट्रोल में रहेगा...",food,"['में', 'हाई', 'ब्लड', 'प्रेशर', 'की']",Neutral
25 की उम्र में ही दिखने लगी हैं 40 की? आज से ही डाइट में शामिल करें ये फूड्स. कोलेजन होगा...,food,"['की', 'में', 'ही', 'उम्र']",Neutral
"पीले दांत रातभर में हो जाएंगे सफेद, घर में लगा ये पौधा Yellow Teeth को मोतियों की तरह चमका देगा",food,"['में', 'पीले', 'दांत', 'रातभर', 'हो']",Neutral
"पेट की चर्बी कम करने के लिए सुबह से शाम तक बस इन बातों का रख लें ख्याल, 1 हफ्ते में कम होगा 2 किलो वजन, सपाट हो जाएगा पेट",food,"['पेट', 'कम', 'की', 'चर्बी']",Neutral
"सरसों के तेल में ये 3 तीन चीज मिलाकर बालों पर लगा लें, बिना मेंहदी और हेयर डाई के मिनटों में काले होंगे सफेद बाल",food,"['के', 'में', 'सरसों', 'तेल', 'ये']",Neutral
"Korean Mango Milk: आम के मौसम की शुरूआत! इस कोरियाई मैंगो मिल्क रेसिपी के यूनिक ट्विस्ट के साथ, यहां देखें वीडियो",food,['के'],Neutral
"Kaju Katli Bhajiyas: क्या आपने कभी खाई है काजू कतली भजिया, यहां देखें वायरल वीडियो...",food,['क्या'],Neutral
"""नो बिल, नो चिकन"" ज़ोमैटो से कस्टूमर की ये रिक्वेस्ट, इंटरनेट पर वायरल हुआ...",food,"['नो', 'बिल', 'चिकन']",Neutral
